Sample,Review_ID,Title,Group,OverallRank,GroupRank,ToRead
Second,765,A new framework for analysing automated acoustic species detection data: Occupancy estimation and optimization of recordings post-processing,MacKenzie Cited_2016:2021,617,265,NO
Second,643,Limited use of bat boxes in a rural landscape: implications for offsetting the clearing of hollow-bearing trees,MacKenzie Cited_2016:2021,619,266,NO
Second,754,Incorporating measurement error in testing for changes in biodiversity,MacKenzie Cited_2016:2021,621,267,NO
Second,690,Occupancy Modeling Applications,MacKenzie Cited_2016:2021,622,268,NO
Second,873,On the measurement of occupancy in ecology and paleontology,MacKenzie Cited_2016:2021,628,269,NO
Second,742,Rodent occupancy in grassland paddocks subjected to different grazing intensities in South Brazil,MacKenzie Cited_2016:2021,630,270,NO
Second,910,Intraguild predator drives forest edge avoidance of a mesopredator,MacKenzie Cited_2016:2021,634,271,NO
Second,709,Nesting habitat selection and distribution of an avian top predator in the Canadian Arctic,MacKenzie Cited_2016:2021,636,272,NO
Second,577,Weather and Exposure Period Affect Coyote Detection at Camera Traps,MacKenzie Cited_2016:2021,638,273,NO
Second,761,Mapping range dynamics from opportunistic data: spatiotemporal modelling of the lynx distribution in the Alps over 21years,MacKenzie Cited_2016:2021,640,274,NO
Second,566,Quantifying spatiotemporal occupancy dynamics and multi-year core-use areas at a species range boundary,MacKenzie Cited_2016:2021,647,275,NO
Second,494,Vigilance Response of a Key Prey Species to Anthropogenic and Natural Threats in Detroit,MacKenzie Cited_2016:2021,650,276,NO
Second,719,"Habitat amount and quality, not patch size, determine persistence of a woodland-dependent mammal in an agricultural landscape",MacKenzie Cited_2016:2021,657,277,NO
Second,525,Every hill has its leopard: patterns of space use by leopards (Panthera pardus) in a mixed use landscape in India,MacKenzie Cited_2016:2021,658,278,NO
Second,590,Stream salamander persistence influenced by the interaction between exurban housing age and development,MacKenzie Cited_2016:2021,664,279,NO
Second,808,Effects of Tamarix removal on the community dynamics of riparian birds in a semiarid grassland,MacKenzie Cited_2016:2021,665,280,NO
Second,596,"DETECTION PROBABILITY AND SITE OCCUPANCY OF THE GRANULAR SPINY FROG (Quasipaa verrucospinosa) IN THE TROPICAL RAIN FORESTS OF BACH MA NATIONAL PARK, CENTRAL VIETNAM",MacKenzie Cited_2016:2021,666,281,NO
Second,655,Patterns of Monarch Site Occupancy and Dynamics in Iowa,MacKenzie Cited_2016:2021,667,282,NO
Second,587,Early detection of rapid Barred Owl population growth within the range of the California Spotted Owl advises the Precautionary Principle,MacKenzie Cited_2016:2021,669,283,NO
Second,753,A spatially integrated framework for assessing socioecological drivers of carnivore decline,MacKenzie Cited_2016:2021,671,284,NO
Second,635,Estimation of metapopulation colonization rates from disturbance history and occurrence-pattern data,MacKenzie Cited_2016:2021,676,285,NO
Second,680,Insights from distribution dynamics inform strategies to conserve a dhole Cuon alpinus metapopulation in India,MacKenzie Cited_2016:2021,680,286,NO
Second,647,A guide to the application of Hill numbers to DNA-based diversity analyses,MacKenzie Cited_2016:2021,683,287,NO
Second,844,Host-plant-based restoration as a potential tool to improve conservation status of odonate specialists,MacKenzie Cited_2016:2021,684,288,NO
Second,584,Listening and watching: Do camera traps or acoustic sensors more efficiently detect wild chimpanzees in an open habitat?,MacKenzie Cited_2016:2021,685,289,NO
Second,891,Using dynamic occupancy models to inform climate change adaptation strategies for California spotted owls,MacKenzie Cited_2016:2021,687,290,NO
Second,662,Disentangling effects of invasive species and habitat while accounting for observer error in a long-term amphibian study,MacKenzie Cited_2016:2021,691,291,NO
Second,480,"FACTORS INFLUENCING OCCUPANCY AND DETECTION PROBABILITY OF LARVAL CRYPTOBRANCHUS A. ALLEGANIENSIS IN NORTH CAROLINA, USA",MacKenzie Cited_2016:2021,693,292,NO
Second,882,SOUTHEAST REGIONAL AND STATE TRENDS IN ANURAN OCCUPANCY FROM CALLING SURVEY DATA (2001-2013) FROM THE NORTH AMERICAN AMPHIBIAN MONITORING PROGRAM,MacKenzie Cited_2016:2021,694,293,NO
Second,872,Meta-analysis of California Spotted Owl (Strix occidentalis occidentalis) territory occupancy in the Sierra Nevada: Habitat associations and their implications for forest management,MacKenzie Cited_2016:2021,695,294,NO
Second,601,Combining local knowledge and occupancy analysis for a rapid assessment of the forest elephant Loxodonta cyclotis in Cameroon's timber production forests,MacKenzie Cited_2016:2021,697,295,NO
Second,726,Quantifying climate sensitivity and climate-driven change in North American amphibian communities,MacKenzie Cited_2016:2021,698,296,NO
Second,845,Fuzzy modelling to identify key drivers of ecological water quality to support decision and policy making,MacKenzie Cited_2016:2021,702,297,NO
Second,781,Detection and vocalisations of three owl species (Strigiformes) in temperate rainforests of southern Chile,MacKenzie Cited_2016:2021,707,298,NO
Second,707,Water associated with residential areas and tourist resorts is the key predictor of Asian tiger mosquito presence on a Mediterranean island,MacKenzie Cited_2016:2021,709,299,NO
Second,840,Scale-specific habitat relationships influence patch occupancy: defining neighborhoods to optimize the effectiveness of landscape-scale grassland bird conservation,MacKenzie Cited_2016:2021,710,300,NO
Second,826,Habitat requirements and conservation needs of peripheral populations: the case of the great crested newt (Triturus cristatus) in the Scottish Highlands,MacKenzie Cited_2016:2021,711,301,NO
Second,614,Reducing the rate of false absences of cryptic species in inventory and sampling work,MacKenzie Cited_2016:2021,712,302,NO
Second,550,Highways associated with expansion of boreal scavengers into the alpine tundra of Fennoscandia,MacKenzie Cited_2016:2021,719,303,NO
Second,848,Effects of roads and land use on frog distributions across spatial scales and regions in the Eastern and Central United States,MacKenzie Cited_2016:2021,720,304,NO
Second,924,Factors influencing red fox occupancy probability in central Mongolia,MacKenzie Cited_2016:2021,721,305,NO
Second,492,Developing Bayesian networks in managing the risk of Legionella colonisation of groundwater aeration systems,MacKenzie Cited_2016:2021,737,306,NO
Second,454,The forgotten mountain monarch? Understanding conservation status of the Vulnerable Ladakh urial in India,MacKenzie Cited_2016:2021,738,307,NO
Second,789,Are ranger patrols effective in reducing poaching-related threats within protected areas?,MacKenzie Cited_2016:2021,743,308,NO
Second,806,Boreal small mammals show evidence of density-dependent patterns with area-sensitivity,MacKenzie Cited_2016:2021,744,309,NO
Second,919,Sea snakes,MacKenzie Cited_2016:2021,746,310,NO
Second,656,"Elephant (Elephas maximus) temporal activity, distribution, and habitat use patterns on the tiger's forgotten trails across the seasonally dry, subtropical, hilly Churia forests of Nepal",MacKenzie Cited_2016:2021,747,311,NO
Second,929,Demographic response of a neotropical migrant songbird to forest management and climate change scenarios,MacKenzie Cited_2016:2021,750,312,NO
Second,572,The relative importance of biotic and abiotic determinants of temporal occupancy for avian species in North America,MacKenzie Cited_2016:2021,751,313,NO
Second,762,Mapping and explaining wolf recolonization in France using dynamic occupancy models and opportunistic data,MacKenzie Cited_2016:2021,758,314,NO
Second,475,Effective sampling area is a major driver of power to detect long-term trends in multispecies occupancy monitoring,MacKenzie Cited_2016:2021,761,315,NO
Second,932,"Population Trends, Bend Use Relative to Available Habitat and Within-River-Bend Habitat Use of Eight Indicator Species of Missouri and Lower Kansas River Benthic Fishes: 15 Years After Baseline Assessment",MacKenzie Cited_2016:2021,767,316,NO
Second,467,Assessing impacts of social-ecological diversity on resilience in a wetland coupled human and natural system,MacKenzie Cited_2016:2021,768,317,NO
Second,532,Seasonal habitat use and activity patterns of blood pheasant Ithaginis cruentusbe in the presence of free-ranging livestock,MacKenzie Cited_2016:2021,771,318,NO
Second,473,"Moose Habitat Selection and Fitness Consequences During Two Critical Winter Tick Life Stages in Vermont, United States(dagger)",MacKenzie Cited_2016:2021,772,319,NO
Second,820,Climate and anthropogenic factors determine site occupancy in Scotland's Northern-range badger population: implications of context-dependent responses under environmental change,MacKenzie Cited_2016:2021,773,320,NO
Second,674,How do landscape context and fences influence roadkill locations of small and medium-sized mammals?,MacKenzie Cited_2016:2021,775,321,NO
Second,805,Manipulating waterbody hydroperiod affects movement behaviour and occupancy dynamics in an amphibian,MacKenzie Cited_2016:2021,776,322,NO
Second,791,"Distribution, encounter rate and conservation status of Aquiloeurycea cafetalera (Caudata: Plethodontidae), a recently described Mexican salamander.",MacKenzie Cited_2016:2021,777,323,NO
Second,727,"Long-term avian response to fire severity, repeated burning, and mechanical fuel reduction in upland hardwood forest",MacKenzie Cited_2016:2021,778,324,NO
Second,715,Environmental DNA analysis of river herring in Chesapeake Bay: A powerful tool for monitoring threatened keystone species,MacKenzie Cited_2016:2021,781,325,NO
Second,642,"Patch occupancy and activity pattern of the spotted paca (Cuniculus paca Linnaeus, 1766) in a protected area of the Atlantic Forest, Brazil",MacKenzie Cited_2016:2021,782,326,NO
Second,770,Advantages of combining generalized linear models and occupancy models to find indicators of habitat selection: Small mammals in agroecosystems as a case study,MacKenzie Cited_2016:2021,784,327,NO
Second,817,Adult mortality in a low-density tree population using high-resolution remote sensing,MacKenzie Cited_2016:2021,786,328,NO
Second,834,Comparative evaluation Of three sampling methods to estimate detection probability of American red squirrels (Tamiasciurus hudsonicus),MacKenzie Cited_2016:2021,790,329,NO
Second,729,Spatially explicit approach to estimation of total population abundance in field surveys,MacKenzie Cited_2016:2021,793,330,NO
Second,452,Detection criteria and post-field sample processing influence results and cost efficiency of occupancy-based monitoring,MacKenzie Cited_2016:2021,795,331,NO
Second,564,Clinging on to alpine life: Investigating factors driving the uphill range contraction and population decline of a mountain breeding bird,MacKenzie Cited_2016:2021,800,332,NO
Second,892,"Population Densities of Two Rare Crayfishes, Cambarus obeyensis and Cambarus pristinus, on the Cumberland Plateau in Tennessee",MacKenzie Cited_2016:2021,801,333,NO
Second,769,High variability of dung beetle diversity patterns at four mountains of the Trans-Mexican Volcanic Belt,MacKenzie Cited_2016:2021,803,334,NO
Second,807,Native plants improve breeding and foraging habitat for an insectivorous bird,MacKenzie Cited_2016:2021,806,335,NO
Second,849,"Modelling of species distributions, range dynamics and communities under imperfect detection: advances, challenges and opportunities",MacKenzie Cited_2016:2021,807,336,NO
Second,712,Unsupervised selection of the singular spectrum components based on information theory for bioacoustic signal filtering,MacKenzie Cited_2016:2021,808,337,NO
